2016-11-04 19:01:13 [clip_udr_data] [INFO ]  [1/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/alytes_cisternasii.tif
2016-11-04 19:50:10 [clip_udr_data] [DEBUG]  [608/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/plecotus_austriacus.tif
2016-11-04 19:50:14 [clip_udr_data] [DEBUG]  [608/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:50:14 [clip_udr_data] [DEBUG]  [608/763] Processing input file data/external/udr/european_tetrapods/mammals/plecotus_austriacus.tif.
2016-11-04 19:50:14 [clip_udr_data] [DEBUG]  [608/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/plecotus_austriacus.tif.
2016-11-04 19:50:14 [clip_udr_data] [DEBUG]  [608/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/plecotus_austriacus.tif to destination data/processed/features/udr/european_tetrapods/mammals/plecotus_austriacus.tif.
2016-11-04 19:50:14 [clip_udr_data] [DEBUG]  [608/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:50:14 [clip_udr_data] [INFO ]  [609/763] Clipping dataset data/external/udr/european_tetrapods/mammals/plecotus_kolombatovici.tif
2016-11-04 19:50:14 [clip_udr_data] [DEBUG]  [609/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/plecotus_kolombatovici.tif
2016-11-04 19:50:19 [clip_udr_data] [DEBUG]  [609/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:50:19 [clip_udr_data] [DEBUG]  [609/763] Processing input file data/external/udr/european_tetrapods/mammals/plecotus_kolombatovici.tif.
2016-11-04 19:50:19 [clip_udr_data] [DEBUG]  [609/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/plecotus_kolombatovici.tif.
2016-11-04 19:50:19 [clip_udr_data] [DEBUG]  [609/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/plecotus_kolombatovici.tif to destination data/processed/features/udr/european_tetrapods/mammals/plecotus_kolombatovici.tif.
2016-11-04 19:50:19 [clip_udr_data] [DEBUG]  [609/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:50:19 [clip_udr_data] [INFO ]  [610/763] Clipping dataset data/external/udr/european_tetrapods/mammals/plecotus_macrobullaris.tif
2016-11-04 19:50:19 [clip_udr_data] [DEBUG]  [610/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/plecotus_macrobullaris.tif
2016-11-04 19:50:23 [clip_udr_data] [DEBUG]  [610/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:50:23 [clip_udr_data] [DEBUG]  [610/763] Processing input file data/external/udr/european_tetrapods/mammals/plecotus_macrobullaris.tif.
2016-11-04 19:50:23 [clip_udr_data] [DEBUG]  [610/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/plecotus_macrobullaris.tif.
2016-11-04 19:50:23 [clip_udr_data] [DEBUG]  [610/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/plecotus_macrobullaris.tif to destination data/processed/features/udr/european_tetrapods/mammals/plecotus_macrobullaris.tif.
2016-11-04 19:50:23 [clip_udr_data] [DEBUG]  [610/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:50:23 [clip_udr_data] [INFO ]  [611/763] Clipping dataset data/external/udr/european_tetrapods/mammals/plecotus_sardus.tif
2016-11-04 19:50:23 [clip_udr_data] [DEBUG]  [611/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/plecotus_sardus.tif
2016-11-04 19:50:28 [clip_udr_data] [DEBUG]  [611/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:50:28 [clip_udr_data] [DEBUG]  [611/763] Processing input file data/external/udr/european_tetrapods/mammals/plecotus_sardus.tif.
2016-11-04 19:50:28 [clip_udr_data] [DEBUG]  [611/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/plecotus_sardus.tif.
2016-11-04 19:50:28 [clip_udr_data] [DEBUG]  [611/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/plecotus_sardus.tif to destination data/processed/features/udr/european_tetrapods/mammals/plecotus_sardus.tif.
2016-11-04 19:50:28 [clip_udr_data] [DEBUG]  [611/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:50:28 [clip_udr_data] [INFO ]  [612/763] Clipping dataset data/external/udr/european_tetrapods/mammals/pteromys_volans.tif
2016-11-04 19:50:28 [clip_udr_data] [DEBUG]  [612/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/pteromys_volans.tif
2016-11-04 19:50:32 [clip_udr_data] [DEBUG]  [612/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:50:32 [clip_udr_data] [DEBUG]  [612/763] Processing input file data/external/udr/european_tetrapods/mammals/pteromys_volans.tif.
2016-11-04 19:50:32 [clip_udr_data] [DEBUG]  [612/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/pteromys_volans.tif.
2016-11-04 19:50:32 [clip_udr_data] [DEBUG]  [612/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/pteromys_volans.tif to destination data/processed/features/udr/european_tetrapods/mammals/pteromys_volans.tif.
2016-11-04 19:50:32 [clip_udr_data] [DEBUG]  [612/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:50:32 [clip_udr_data] [INFO ]  [613/763] Clipping dataset data/external/udr/european_tetrapods/mammals/rhinolophus_blasii.tif
2016-11-04 19:50:32 [clip_udr_data] [DEBUG]  [613/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/rhinolophus_blasii.tif
2016-11-04 19:50:38 [clip_udr_data] [DEBUG]  [613/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:50:38 [clip_udr_data] [DEBUG]  [613/763] Processing input file data/external/udr/european_tetrapods/mammals/rhinolophus_blasii.tif.
2016-11-04 19:50:38 [clip_udr_data] [DEBUG]  [613/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/rhinolophus_blasii.tif.
2016-11-04 19:50:38 [clip_udr_data] [DEBUG]  [613/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/rhinolophus_blasii.tif to destination data/processed/features/udr/european_tetrapods/mammals/rhinolophus_blasii.tif.
2016-11-04 19:50:38 [clip_udr_data] [DEBUG]  [613/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:50:38 [clip_udr_data] [INFO ]  [614/763] Clipping dataset data/external/udr/european_tetrapods/mammals/rhinolophus_euryale.tif
2016-11-04 19:50:38 [clip_udr_data] [DEBUG]  [614/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/rhinolophus_euryale.tif
2016-11-04 19:50:43 [clip_udr_data] [DEBUG]  [614/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:50:43 [clip_udr_data] [DEBUG]  [614/763] Processing input file data/external/udr/european_tetrapods/mammals/rhinolophus_euryale.tif.
2016-11-04 19:50:43 [clip_udr_data] [DEBUG]  [614/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/rhinolophus_euryale.tif.
2016-11-04 19:50:43 [clip_udr_data] [DEBUG]  [614/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/rhinolophus_euryale.tif to destination data/processed/features/udr/european_tetrapods/mammals/rhinolophus_euryale.tif.
2016-11-04 19:50:43 [clip_udr_data] [DEBUG]  [614/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:50:43 [clip_udr_data] [INFO ]  [615/763] Clipping dataset data/external/udr/european_tetrapods/mammals/rhinolophus_ferrumequinum.tif
2016-11-04 19:50:43 [clip_udr_data] [DEBUG]  [615/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/rhinolophus_ferrumequinum.tif
2016-11-04 19:50:47 [clip_udr_data] [DEBUG]  [615/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:50:47 [clip_udr_data] [DEBUG]  [615/763] Processing input file data/external/udr/european_tetrapods/mammals/rhinolophus_ferrumequinum.tif.
2016-11-04 19:50:47 [clip_udr_data] [DEBUG]  [615/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/rhinolophus_ferrumequinum.tif.
2016-11-04 19:50:47 [clip_udr_data] [DEBUG]  [615/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/rhinolophus_ferrumequinum.tif to destination data/processed/features/udr/european_tetrapods/mammals/rhinolophus_ferrumequinum.tif.
2016-11-04 19:50:47 [clip_udr_data] [DEBUG]  [615/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:50:47 [clip_udr_data] [INFO ]  [616/763] Clipping dataset data/external/udr/european_tetrapods/mammals/rhinolophus_hipposideros.tif
2016-11-04 19:50:47 [clip_udr_data] [DEBUG]  [616/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/rhinolophus_hipposideros.tif
2016-11-04 19:50:52 [clip_udr_data] [DEBUG]  [616/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:50:52 [clip_udr_data] [DEBUG]  [616/763] Processing input file data/external/udr/european_tetrapods/mammals/rhinolophus_hipposideros.tif.
2016-11-04 19:50:52 [clip_udr_data] [DEBUG]  [616/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/rhinolophus_hipposideros.tif.
2016-11-04 19:50:52 [clip_udr_data] [DEBUG]  [616/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/rhinolophus_hipposideros.tif to destination data/processed/features/udr/european_tetrapods/mammals/rhinolophus_hipposideros.tif.
2016-11-04 19:50:52 [clip_udr_data] [DEBUG]  [616/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:50:52 [clip_udr_data] [INFO ]  [617/763] Clipping dataset data/external/udr/european_tetrapods/mammals/rhinolophus_mehelyi.tif
2016-11-04 19:50:52 [clip_udr_data] [DEBUG]  [617/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/rhinolophus_mehelyi.tif
2016-11-04 19:50:56 [clip_udr_data] [DEBUG]  [617/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:50:56 [clip_udr_data] [DEBUG]  [617/763] Processing input file data/external/udr/european_tetrapods/mammals/rhinolophus_mehelyi.tif.
2016-11-04 19:50:56 [clip_udr_data] [DEBUG]  [617/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/rhinolophus_mehelyi.tif.
2016-11-04 19:50:56 [clip_udr_data] [DEBUG]  [617/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/rhinolophus_mehelyi.tif to destination data/processed/features/udr/european_tetrapods/mammals/rhinolophus_mehelyi.tif.
2016-11-04 19:50:56 [clip_udr_data] [DEBUG]  [617/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:50:56 [clip_udr_data] [INFO ]  [618/763] Clipping dataset data/external/udr/european_tetrapods/mammals/rupicapra_rupicapra.tif
2016-11-04 19:50:56 [clip_udr_data] [DEBUG]  [618/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/rupicapra_rupicapra.tif
2016-11-04 19:51:00 [clip_udr_data] [DEBUG]  [618/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:51:00 [clip_udr_data] [DEBUG]  [618/763] Processing input file data/external/udr/european_tetrapods/mammals/rupicapra_rupicapra.tif.
2016-11-04 19:51:00 [clip_udr_data] [DEBUG]  [618/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/rupicapra_rupicapra.tif.
2016-11-04 19:51:00 [clip_udr_data] [DEBUG]  [618/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/rupicapra_rupicapra.tif to destination data/processed/features/udr/european_tetrapods/mammals/rupicapra_rupicapra.tif.
2016-11-04 19:51:00 [clip_udr_data] [DEBUG]  [618/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:51:00 [clip_udr_data] [INFO ]  [619/763] Clipping dataset data/external/udr/european_tetrapods/mammals/sciurus_anomalus.tif
2016-11-04 19:51:00 [clip_udr_data] [DEBUG]  [619/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/sciurus_anomalus.tif
2016-11-04 19:51:05 [clip_udr_data] [DEBUG]  [619/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:51:05 [clip_udr_data] [DEBUG]  [619/763] Processing input file data/external/udr/european_tetrapods/mammals/sciurus_anomalus.tif.
2016-11-04 19:51:05 [clip_udr_data] [DEBUG]  [619/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/sciurus_anomalus.tif.
2016-11-04 19:51:05 [clip_udr_data] [DEBUG]  [619/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/sciurus_anomalus.tif to destination data/processed/features/udr/european_tetrapods/mammals/sciurus_anomalus.tif.
2016-11-04 19:51:05 [clip_udr_data] [DEBUG]  [619/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:51:05 [clip_udr_data] [INFO ]  [620/763] Clipping dataset data/external/udr/european_tetrapods/mammals/sciurus_vulgaris.tif
2016-11-04 19:51:05 [clip_udr_data] [DEBUG]  [620/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/sciurus_vulgaris.tif
2016-11-04 19:51:09 [clip_udr_data] [DEBUG]  [620/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:51:09 [clip_udr_data] [DEBUG]  [620/763] Processing input file data/external/udr/european_tetrapods/mammals/sciurus_vulgaris.tif.
2016-11-04 19:51:09 [clip_udr_data] [DEBUG]  [620/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/sciurus_vulgaris.tif.
2016-11-04 19:51:09 [clip_udr_data] [DEBUG]  [620/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/sciurus_vulgaris.tif to destination data/processed/features/udr/european_tetrapods/mammals/sciurus_vulgaris.tif.
2016-11-04 19:51:09 [clip_udr_data] [DEBUG]  [620/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:51:09 [clip_udr_data] [INFO ]  [621/763] Clipping dataset data/external/udr/european_tetrapods/mammals/sicista_betulina.tif
2016-11-04 19:51:09 [clip_udr_data] [DEBUG]  [621/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/sicista_betulina.tif
2016-11-04 19:51:13 [clip_udr_data] [DEBUG]  [621/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:51:13 [clip_udr_data] [DEBUG]  [621/763] Processing input file data/external/udr/european_tetrapods/mammals/sicista_betulina.tif.
2016-11-04 19:51:13 [clip_udr_data] [DEBUG]  [621/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/sicista_betulina.tif.
2016-11-04 19:51:13 [clip_udr_data] [DEBUG]  [621/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/sicista_betulina.tif to destination data/processed/features/udr/european_tetrapods/mammals/sicista_betulina.tif.
2016-11-04 19:51:13 [clip_udr_data] [DEBUG]  [621/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:51:13 [clip_udr_data] [INFO ]  [622/763] Clipping dataset data/external/udr/european_tetrapods/mammals/sicista_severtzovi.tif
2016-11-04 19:51:13 [clip_udr_data] [DEBUG]  [622/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/sicista_severtzovi.tif
2016-11-04 19:51:18 [clip_udr_data] [DEBUG]  [622/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:51:18 [clip_udr_data] [DEBUG]  [622/763] Processing input file data/external/udr/european_tetrapods/mammals/sicista_severtzovi.tif.
2016-11-04 19:51:18 [clip_udr_data] [DEBUG]  [622/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/sicista_severtzovi.tif.
2016-11-04 19:51:18 [clip_udr_data] [DEBUG]  [622/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/sicista_severtzovi.tif to destination data/processed/features/udr/european_tetrapods/mammals/sicista_severtzovi.tif.
2016-11-04 19:51:18 [clip_udr_data] [DEBUG]  [622/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:51:18 [clip_udr_data] [INFO ]  [623/763] Clipping dataset data/external/udr/european_tetrapods/mammals/sicista_subtilis.tif
2016-11-04 19:51:18 [clip_udr_data] [DEBUG]  [623/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/sicista_subtilis.tif
2016-11-04 19:51:22 [clip_udr_data] [DEBUG]  [623/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:51:22 [clip_udr_data] [DEBUG]  [623/763] Processing input file data/external/udr/european_tetrapods/mammals/sicista_subtilis.tif.
2016-11-04 19:51:22 [clip_udr_data] [DEBUG]  [623/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/mammals/sicista_subtilis.tif.
2016-11-04 19:51:22 [clip_udr_data] [DEBUG]  [623/763] Copying nodata values from source data/external/udr/european_tetrapods/mammals/sicista_subtilis.tif to destination data/processed/features/udr/european_tetrapods/mammals/sicista_subtilis.tif.
2016-11-04 19:51:22 [clip_udr_data] [DEBUG]  [623/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:51:22 [clip_udr_data] [INFO ]  [624/763] Clipping dataset data/external/udr/european_tetrapods/mammals/sorex_alpinus.tif
2016-11-04 19:51:22 [clip_udr_data] [DEBUG]  [624/763] Target dataset data/processed/features/udr/european_tetrapods/mammals/sorex_alpinus.tif
